cik,company_name,slug,role,tra_id,counterparties,date_executed,date_terminated,status_flag,tax_asset_type,payment_pct,notes
1574652,Athlon Finance Corp.,athlon-finance-corp,pubco,,,,,,,,"# Contract log: Athlon Finance Corp. (CIK 0001574652) ## Firm role: financing arm Athlon Finance Corp. is a Delaware finance subsidiary of Athlon Holdings LP, organized solely to act as co-issuer with Athlon Holdings LP on the partnership's senior notes. (Operating limited partnerships customarily co-issue debt through a wholly owned corporate subsidiary so that note buyers whose charters bar them from holding LP-issued debt can still participate.) Athlon Holdings LP is in turn the operating partnership beneath the Up-C PubCo Athlon Energy Inc. (CIK 0001574648)."
1574672,Athlon Holdings LP,athlon-holdings-lp,pubco,,,,,,,,"Role: financing-arm / operating-LP filer; not a contractual TRA party. Athlon Holdings LP is the operating limited partnership beneath Athlon Energy Inc. (CIK 0001574648), the PubCo formed in the August 2013 Up-C IPO."
1367832,"Aurora Diagnostics Holdings, LLC",aurora-diagnostics-holdings-llc,pubco,TRA-2010-12-20-formof,,2010-12-20,,never_executed,section_754_step_up,,"Aurora Diagnostics Holdings, LLC is a Delaware limited liability company that was a public debt filer (registered exchange offer for 10.750% Senior Notes Due 2018, S-4 filed September 2011) but never executed a public equity offering. Throughout the 2011-2017 period, the firm and its lenders repeatedly contemplated a future IPO in which Aurora Diagnostics, Inc. (a planned post-conversion PubCo) would enter into a Tax Receivable Agreement with the pre-IPO equity holders, but the IPO was deferred in 2011 and never occurred."
1666054,Authentic Brands Group Inc.,authentic-brands-group-inc,pubco,,,,,,,,"Authentic Brands Group Inc. (""ABG Inc."") is the proposed PubCo (TRA obligor) of an Up-C IPO that was never completed. Across the five filings reviewed (DRS, DRS/A, S-1, two S-1/A amendments), Exhibit 10.1 ""Form of Tax Receivable Agreement"" is consistently listed in the Item 16 exhibit index with the asterisk denoting ""To be filed by amendment,"" but the form-of TRA text was never actually attached in any of these filings."
1722482,"Avantor, Inc.",avantor-inc,unknown,,,,,,,,"# Contract log: Avantor, Inc. (CIK 0001722482) ## Role determination Avantor, Inc. is not a current TRA obligor. The user's prompt hypothesis (""standard Up-C TRA at IPO backed by New Mountain Capital"") is not supported by the filings."
1483321,Aveon Group L.P.,aveon-group-l-p,pubco,TRA-2010-08-10,,2010-08-10,,never_executed,pre_ipo_nol,85%,"PubCo (TRA obligor in form), Up-C structure. The Aveon Group L.P. was a Delaware limited partnership formed as the public registrant atop three operating partnerships: Aveon Holdings I L.P. (Delaware), Aveon Holdings II L.P., and Aveon Holdings III L.P."
723612,"CIK 0000723612 (Cendant Corporation → Avis Budget Group, Inc.)",avis-budget-group-inc,beneficiary,,,,,,,,"# Contract log: CIK 0000723612 (Cendant Corporation → Avis Budget Group, Inc.) ## Firm identity and TRA role CIK 0000723612 covers two successive corporate identities at the same registrant entity: - Cendant Corporation (filings dated 2000-07-28 through 2006-07-31, the Separation date). - Avis Budget Group, Inc. (filings dated 2006-08-01 onward, after the Cendant Separation spun off Realogy and Wyndham and sold Travelport; the rump car-rental business retained the original CIK and was renamed Avis Budget Group)."
8947,AZZ Inc.,azz-inc,no_tra,,,,,,,,"Role: none of the standard TRA roles (not PubCo, not beneficiary, not acquirer, not financing arm, not never-executed). AZZ Inc. is an industrial galvanizing and coatings company that went public on NYSE in 1956; it has not undergone an Up-C IPO, has no obligations under any TRA, and does not appear as a TRA beneficiary at any other Up-C firm."
1701605,Baker Hughes Co,baker-hughes-co,no_tra,,,,,,,,"Role: No Tax Receivable Agreement exists at this firm. Despite the 2017 GE / Baker Hughes Inc. business combination being structured as an Up-C (with Baker Hughes a GE Company / now Baker Hughes Company as PubCo and GE holding Class B units of Baker Hughes Holdings LLC at CIK 0000808362), the transaction did NOT include a Tax Receivable Agreement."
808362,Baker Hughes Holdings LLC,baker-hughes-holdings-llc,never_executed,,,,,,,,"Role: contemplated but never executed. The CIK 0000808362 spans two corporate forms: Baker Hughes Incorporated (the public oilfield-services company, 1987-2017) and Baker Hughes, a GE company, LLC / Baker Hughes Holdings LLC (the operating-subsidiary LLC that succeeded it after the 2017 GE Oil & Gas combination)."
1820302,"Bakkt Holdings, Inc.",bakkt-inc,pubco,TRA-2021-10-15,,2021-10-15,,terminated,section_754_step_up,18%,"Bakkt Holdings, Inc. is the PubCo (TRA obligor). The firm went public via SPAC business combination with VPC Impact Acquisition Holdings, which consummated on October 15, 2021 (""Closing Date"")."
1781755,"Baldwin Insurance Group, Inc.",baldwin-insurance-group-inc,pubco,TRA-2019-10-28,,2019-10-28,,in_force,section_754_step_up,85%,"PubCo (TRA obligor). The firm went public on October 28, 2019 as BRP Group, Inc. via an Up-C IPO with operating subsidiary Baldwin Risk Partners, LLC."
1747079,Bally's Corporation,bally-s-corp,pubco,,,,,,,,"Bally's Corporation is the PubCo (TRA obligor) of one Tax Receivable Agreement dated November 18, 2020 with Sinclair Broadcast Group, Inc. (""Sinclair"" / ""SBG""). The TRA arose from the Sinclair Framework Agreement (signed November 18, 2020) under which Bally's (then Twin River Worldwide Holdings, renamed Bally's Corp on November 9, 2020) obtained naming rights to Sinclair's regional sports networks in exchange for cash, Penny Warrants, Options, Performance Warrants, and the TRA."
701985,"- Bath & Body Works, Inc.",bath-body-works-inc,never_executed,,,,,,,,"This CIK is the legacy entity formerly known as The Limited, Inc. (1994-2002), Limited Brands, Inc. (2002-2013), and L Brands, Inc. (2013-2021), renamed Bath & Body Works, Inc. on July 30, 2021 in connection with the spinoff of Victoria's Secret & Co. as a separate publicly traded company (CIK 0001856437) on August 3, 2021. Per the SEC submissions metadata (formerNames), the CIK continuity is preserved across all renames; the same legal entity that filed as L Brands now files as Bath & Body Works."
1420686,Batjac Real Estate Corp,batjac-real-estate-corp,beneficiary,,,,,,,,"Batjac Real Estate Corp is a Realogy-family guarantor subsidiary. It appears in the firm directory only as a co-registrant guarantor on Realogy Corporation's December 2007 S-4 exchange offer (Registration No. 333-148153) and its January 2008 S-4/A amendment, both filed under accession prefix 0001193125 by Realogy."
77159,Contract log for Penn Virginia Corp / Ranger Oil Corp,baytex-energy-usa-inc,never_executed,,,,,,,,"# Contract log for Penn Virginia Corp / Ranger Oil Corp (CIK 0000077159) ## Firm identification CIK 0000077159 corresponds to Penn Virginia Corporation, which was renamed Ranger Oil Corporation in January 2022 and acquired by Baytex Energy Corp on June 20, 2023 (the resulting US subsidiary being ""Baytex Energy USA Inc"", which inherited this CIK). The firm operated throughout its public life as a conventional C-corporation E&P."
1772016,"BellRing Brands, Inc.",bellring-brands-inc,pubco,TRA-2019-10-21,"- PubCo / obligor: BellRing Brands, Inc.",2019-10-21,,in_force,section_754_step_up,,"BellRing Brands, Inc. is the PubCo (TRA obligor). It went public on October 21, 2019, via an Up-C IPO carved out from Post Holdings, Inc. (the parent)."
1561387,"Benefytt Technologies, Inc. (f/k/a Health Insurance Innovations, Inc.)",benefytt-technologies-inc,pubco,TRA-2013-02-13,"- PubCo (obligor): Health Insurance Innovations, Inc.",2013-02-13,,terminated_merger,section_754_step_up,,"# Contract log: Benefytt Technologies, Inc. (f/k/a Health Insurance Innovations, Inc.) - CIK: 0001561387 - Ticker history: HIIQ (2013–early 2020), BFYT (early 2020–delisting August 2020) - TRA role: PubCo (obligor). Up-C IPO in February 2013; TRA obligor to the Series B Members beneficially owned by founder Michael W."
1081316,Berkshire Hathaway Energy Company,berkshire-hathaway-energy-co,no_tra,,,,,,,,Role: None (no TRA party-of-record relationship). Reasoning.
1378992,"Berry Global Group, Inc.",berry-global-group-inc,pubco,TRA-2012-11-29,"Berry Plastics Group, Inc.",2012-11-29,,terminated_by_expiration,"section_754_step_up, pre_ipo_nol, amt_credit",,"PubCo / TRA obligor. Berry Plastics Group, Inc. (renamed Berry Global Group in 2017) IPO'd on October 5, 2012 as a traditional C-corporation (not Up-C)."
1420737,Better Homes and Gardens Real Estate Licensee LLC,better-homes-gardens-real-estate-licensee-llc,beneficiary,,,,,,,,"This firm is a downstream Delaware LLC subsidiary of Realogy Corporation that appears in this directory because it was a co-registrant subsidiary guarantor on Realogy's 2007 and 2011-2012 debt registration statements (S-4, S-1, 424B3 prospectuses and supplements). Better Homes and Gardens Real Estate Licensee LLC is itself not a party to any Tax Receivable Agreement."
1420731,Better Homes and Gardens Real Estate LLC,better-homes-gardens-real-estate-llc,no_tra,,,,,,,,"Better Homes and Gardens Real Estate LLC is a wholly-owned subsidiary of Realogy that appears in this set of filings only as a co-registrant guarantor of Realogy debt offerings (S-4 exchange offers, S-1 registration of guaranteed notes, and the resulting 424B3 prospectuses). The TRA referenced throughout these filings is the Tax Receivable Agreement dated February 22, 2005 between Cendant Corporation, Cendant Mobility Services Corporation (later renamed Cartus), and Wright Express Corporation (WEX)."
1094831,"BGC Group, Inc.",bgc-group-inc,pubco,TRA-2008-03-31,"Cantor Fitzgerald, L.",2008-03-31,,economically_extinguished_in_force,section_754_step_up,20%,"PubCo (TRA obligor). BGC Group is the post-Corporate-Conversion (effective July 1, 2023) public-company successor to BGC Partners, Inc."
1819253,Biote Corp.,biote-corp,pubco,TRA-2022-05-26,biote Corp.,2022-05-26,,in_force,section_754_step_up,,PubCo (TRA obligor). Biote Corp. (NASDAQ: BTMD; formerly Haymaker Acquisition Corp.
1665988,Bioventus Inc.,bioventus-inc,pubco,TRA-2016-07-19-never-executed,,2016-07-19,,never_executed,section_754_step_up,85%,Bioventus Inc. is the PubCo (TRA obligor). The firm went public as an Up-C in February 2021 (after an earlier 2016 IPO attempt that was withdrawn).
1665988,Bioventus Inc.,bioventus-inc,pubco,TRA-2021-02-16,,2021-02-16,,in_force,section_754_step_up,85%,Bioventus Inc. is the PubCo (TRA obligor). The firm went public as an Up-C in February 2021 (after an earlier 2016 IPO attempt that was withdrawn).
1720893,"BioXcel Therapeutics, Inc.",bioxcel-therapeutics-inc,no_tra,,,,,,,,"BioXcel Therapeutics, Inc. is not a TRA party of any role. The firm IPO'd in March 2018 as a Delaware C-corporation spinout from BioXcel Corporation; it was not structured as an Up-C, has no Continuing LLC Members, no Pre-IPO Holders TRA, and no Section 754 step-up beneficiaries."
1977102,Birkenstock Holding plc,birkenstock-holding-plc,pubco,TRA-2023-10-10,Birkenstock Holding plc (Company / PubCo / obligor) and BK LC Lux MidCo S.,2023-10-10,,in_force,,,"PubCo (TRA obligor). Birkenstock Holding plc IPO'd on the NYSE on October 11, 2023, as a Jersey public limited company controlled by L Catterton-affiliated BK LC Lux MidCo S.à r.l. (""MidCo"")."
1901799,Bitcoin Depot Inc.,bitcoin-depot-inc,pubco,TRA-2023-06-30,Bitcoin Depot Inc.,2023-06-30,2025-05-30,terminated_merger,section_754_step_up,85%,Role: PubCo (TRA obligor). Bitcoin Depot Inc. is the public-company obligor under a single Up-C-IPO-style TRA.
1627014,Black Knight Inc.,black-knight-inc,never_executed,,,,,,,,"Firm role: never_executed. Black Knight Financial Services, Inc. (later renamed Black Knight, Inc.) registered an Up-C-structured IPO on Form S-1 (filed 2014-12-23, accession 0001193125-14-452705)."
2068577,"Black Rock Coffee Bar, Inc.",black-rock-coffee-bar-inc,pubco,TRA-2025-09-11,"- PubCo / Corporation: Black Rock Coffee Bar, Inc.",2025-09-11,,in_force,section_754_step_up,,"PubCo (TRA obligor). Black Rock Coffee Bar, Inc., a Texas corporation, completed its initial public offering on September 15, 2025 via an Up-C structure, with Black Rock Coffee Holdings, LLC (""OpCo"", Delaware LLC) as the operating partnership."
1393818,Blackstone Inc.,blackstone-inc,pubco,TRA-2007-06-18,Blackstone Holdings I/II GP L.,2007-06-18,,in_force,section_754_step_up,,"# Blackstone Inc. (CIK 0001393818) — Contract log ## Role of firm Blackstone Inc. is the PubCo (TRA obligor) under a single Tax Receivable Agreement originated at its June 2007 Up-C IPO. The TRA obliges Blackstone Holdings I/II GP L.L.C. (formerly Blackstone Holdings I/II GP Inc., a wholly owned corporate subsidiary of Blackstone Inc.; the ""Corporate Taxpayer"") to pay 85% of cash savings in U.S."
1823945,Blue Owl Capital Inc.,blue-owl-capital-inc,pubco,TRA-2021-05-19,,2021-05-19,,in_force,section_754_step_up,85%,"Blue Owl Capital Inc. is the PubCo (TRA obligor) in a single TRA originating from the May 19, 2021 Up-C SPAC business combination that combined Altimar Acquisition Corporation (the SPAC), Owl Rock Capital Group, and Dyal Capital Partners (Neuberger Berman's GP-stakes business)."
1420340,"Bob Tendler Real Estate, Inc.",bob-tendler-real-estate-inc,no_tra,,,,,,,,"Bob Tendler Real Estate, Inc. is a co-registrant guarantor subsidiary of Realogy Corporation that appears on Realogy's December 2007 S-4 (file 0001193125-07-267402) and its January 2008 S-4/A (file 0001193125-08-003431). The S-4 family registered a Securities Act note exchange covering Realogy's 10.50% Senior Notes due 2014, 11.00%/11.75% Senior Toggle Notes due 2014, and 12.375% Senior Subordinated Notes due 2015, all issued on April 10, 2007 in connection with the Domus / Apollo take-private of Realogy."
2002473,Bowhead Specialty Holdings Inc.,bowhead-specialty-holdings-inc,never_executed,,,,,,,,"Role: Never a TRA party. Bowhead Specialty Holdings is a conventional C-corporation that completed a clean IPO in May 2024, not an Up-C IPO."
1464790,Contract log,brc-group-holdings-inc,no_tra,,,,,,,,"I scanned all 224 accession directories for the strings ""tax receivable"" and ""Tax Receivable Agreement,"" along with adjacent variants (""Income Tax Receivable Agreement"", ""Up-C"", ""Up-C structure"", ""TRA""). Results: - The phrase ""tax receivable agreement"" appears exactly once across the firm's filings: in Exhibit 10.39 to the Form 10-K for fiscal year 2024 (accession 0001464790-25-000011), which is the Second Amended and Restated Limited Liability Company Agreement of Great American Holdings, LLC dated November 15, 2024."
